Agent	Network	Start_Date	End_Date	Percent_Complete	Name	Lat(dec_deg)	Long(dec_deg)
5278	I50111	01-Mar-1943	31-Dec-2000	100	Ranfurly	-45.133	170.102
1334	A64221	01-Feb-1955	31-Dec-2000	90	Pukehau	-36.208	174.255
5745	I67761	01-Dec-1987	31-Dec-2000	40	Codfish Island	-46.767	167.633
5387	I50865	01-Jul-1980	30-Nov-2000	100	Sawyers Bay Sewage Pl	-45.822	170.607
4569	H23911	01-Jan-1922	30-Nov-2000	90	Kilmarnock	-42.932	173.152
4503	G23461	01-Jul-1898	30-Nov-2000	70	Kaikoura West	-42.401	173.68
2357	C95152	01-Sep-1981	30-Nov-2000	60	Mt Ruapehu,Chateau 2	-39.198	175.544
2292	C94032	01-Jul-1969	31-Oct-2000	100	Mataro Urenui	-39.059	174.372
4342	G13633	01-May-1971	31-Oct-2000	90	The Wye	-41.634	173.331
5621	I59532	01-May-1892	30-Sep-2000	90	Roxburgh	-45.543	169.314
1558	B75491	01-Oct-1955	30-Sep-2000	90	Waihi Beach	-37.415	175.939
2084	C75432	01-May-1974	31-Aug-2000	70	Matahuru Gorge	-37.418	175.364
6075	J79201	01-Aug-1980	31-Jul-2000	90	Tonga,Vaini	-21.2	-175.183
2774	D87543	01-Jan-1979	30-Jun-2000	60	Pembroke Stn	-38.541	177.486
12755	G13212	01-Oct-1996	31-May-2000	100	Appleby Ews	-41.293	173.099
11461	E95722	01-May-1995	31-May-2000	90	Parihauhau, Tauakira	-39.708	175.232
4882	H32642	01-Mar-1972	30-Apr-2000	100	Lincoln, Broadfield Edl	-43.628	172.468
7336	D15248	01-Oct-1991	30-Apr-2000	100	Martinborough, Dublin Street	-41.217	175.45
7451	I48973	01-Apr-1992	30-Apr-2000	90	Arrowtown, Zelkova	-44.95	168.797
10788	B75883	01-Nov-1994	30-Apr-2000	90	Taihoa North, Whitewood	-37.832	175.82
1656	B76921	01-Oct-1949	30-Apr-2000	90	Te Ranga	-37.903	176.272
5239	I49883	01-Jul-1989	30-Apr-2000	80	St Bathans 3	-44.875	169.823
2108	C75824	01-Jul-1977	30-Apr-2000	70	Frankton West	-37.808	175.212
1404	A64743	01-Jun-1966	31-Mar-2000	90	Waimauku 2	-36.775	174.485
2858	D88003	01-Sep-1977	31-Mar-2000	50	Waitahaia	-38.072	178.002
1471	A64974	01-Jan-1964	29-Feb-2000	100	Onehunga B.Council 2	-36.927	174.788
16533	D88203	01-Apr-1998	29-Feb-2000	100	Tauwhareparae, Te Rimu	-38.26	178.09
3741	E95961	01-Oct-1957	29-Feb-2000	100	Tiroroa  Rewa	-39.967	175.643
4591	H30711	01-Jun-1928	29-Feb-2000	90	Mt Cook,The Hermitage	-43.734	170.093
4510	G24002	01-Aug-1969	29-Feb-2000	70	Kekerengu Station	-41.998	174.002
2679	D15422	01-Apr-1982	29-Feb-2000	60	Te Kopi	-41.447	175.219
1651	B76861	01-Jan-1968	29-Feb-2000	50	Pikowai	-37.87	176.657
5826	I68572	01-Nov-1971	31-Jan-2000	100	Gorge Road No 2	-46.539	168.742
2651	D15247	01-Oct-1986	31-Jan-2000	100	Martinborough, Huangarua Rd	-41.213	175.465
2015	C74392	01-Sep-1929	31-Dec-1999	100	Onewhero, Gleniffer	-37.353	174.9
4362	G13721	01-Sep-1947	31-Dec-1999	90	The Leatham	-41.749	173.203
6070	J78804	01-Jul-1980	31-Dec-1999	90	Tonga, Mu'A	-21.183	-175.1
3138	D97112	01-Oct-1989	31-Dec-1999	70	Mohaka School	-39.119	177.191
7341	D06432	01-Oct-1991	31-Dec-1999	50	Waione	-40.46	176.303
1565	B75571	01-Jan-1889	31-Oct-1999	90	Te Aroha	-37.547	175.716
1255	A54622	01-Oct-1956	31-Oct-1999	60	Hikurangi	-35.621	174.287
4571	H23913	01-Aug-1976	31-Oct-1999	40	Ethelton	-42.897	173.094
5271	I50085	01-Jun-1977	30-Sep-1999	100	Enfield	-45.047	170.86
3091	D96921	01-Nov-1949	30-Sep-1999	90	Ashley Clinton	-39.948	176.235
2183	C85003	01-Jan-1938	30-Sep-1999	90	Ngutunui	-38.076	175.086
1374	A64463	01-Apr-1972	30-Sep-1999	90	Warkworth	-36.434	174.668
5372	I5085A	01-Aug-1971	30-Sep-1999	80	Mooyman Homestead	-45.851	170.527
3438	E1438B	01-Jun-1990	30-Sep-1999	70	Eastbourne	-41.3	174.895
4028	F22401	01-Jan-1959	30-Sep-1999	70	Grey Robinson Rivers	-42.462	172.027
2564	D06452	01-Jan-1935	30-Sep-1999	60	Tawadale, Wimbledon	-40.403	176.536
3801	F11682	01-Mar-1945	30-Sep-1999	30	Downertown	-41.658	171.894
1192	A53982	01-Jan-1943	31-Aug-1999	90	Dargaville 2	-35.944	173.835
1955	C64991	01-Jan-1963	31-Aug-1999	80	Cockle Bay, Howick	-36.902	174.949
5349	I50753	01-Mar-1991	31-Jul-1999	100	Evansdale	-45.722	170.571
2204	C85222	01-Jan-1951	31-Jul-1999	100	Otorohanga 2	-38.218	175.234
3689	E95791	01-Jun-1958	31-Jul-1999	100	Taoroa	-39.697	175.914
4164	G12193	01-Dec-1961	31-Jul-1999	90	Lower Moutere	-41.157	172.994
3059	D96833	01-Jan-1934	31-Jul-1999	90	Springhill, Mowbray	-39.853	176.378
4056	F30233	01-Feb-1964	31-Jul-1999	70	Whataroa 2	-43.265	170.362
3993	F21802	01-Jun-1980	30-Jun-1999	90	Kokatahi	-42.845	171.039
6062	J78000	01-Feb-1921	30-Jun-1999	70	Tonga, Vava'U	-18.65	-173.983
7338	G13313	01-Oct-1991	31-May-1999	60	Aniseed Valley	-41.391	173.173
3057	D96831	01-Sep-1920	30-Apr-1999	100	Blackburn	-39.885	176.326
10745	A54441	01-Sep-1994	30-Apr-1999	70	Mimiwhangata	-35.443	174.423
6112	J84305	01-Jul-1975	31-Mar-1999	90	Ci Raro Totokoitu	-21.267	-159.783
1819	B86451	01-Apr-1914	31-Mar-1999	90	Kaingaroa Forest	-38.41	176.56
2238	C85671	01-Oct-1984	31-Mar-1999	90	Turangi,Bracken Brae	-38.676	175.733
4324	G13583	01-Aug-1934	28-Feb-1999	100	Fairhall	-41.56	173.85
1409	A64755	01-Aug-1989	28-Feb-1999	80	Kumeu 2	-36.79	174.566
5791	I68271	01-Jul-1987	31-Dec-1998	100	Brydone, Downs Road	-46.243	168.76
4879	H32623	01-May-1973	31-Dec-1998	100	Dunsandel	-43.659	172.215
4807	H32213	01-Feb-1984	31-Dec-1998	100	Glentui 2	-43.278	172.189
4406	G14303	01-Jan-1971	31-Dec-1998	100	Picton South	-41.299	174.004
3281	E05626	01-Jan-1946	30-Nov-1998	100	Levin,Winchester St	-40.628	175.289
3460	E15011	01-Sep-1957	30-Nov-1998	90	Kaitoke	-41.08	175.191
2938	D96261	01-Jan-1935	30-Nov-1998	90	Rukumoana 2	-39.272	176.679
1876	B87025	01-Aug-1981	30-Nov-1998	90	Waioeka Gorge	-38.101	177.288
4171	G12371	01-Feb-1952	31-Oct-1998	90	Baton	-41.323	172.724
5944	J53300	01-Sep-1904	31-Oct-1998	90	Kiribati,Banaba	-.9	169.55
3788	F02882	01-Sep-1970	31-Oct-1998	90	Takaka, Kotinga Road	-40.872	172.809
10034	C94007	01-Mar-1994	31-Oct-1998	50	New Plymouth, Highlands Intermediate	-39.077	174.09
3540	E94422	01-Jan-1952	31-Aug-1998	100	Eltham 2	-39.43	174.284
1370	A64431	01-May-1990	31-Aug-1998	100	Karaka Point	-36.401	174.373
3742	E95971	01-Jan-1968	31-Aug-1998	90	Pakihikura	-39.957	175.728
5902	I69542	01-Mar-1969	31-Aug-1998	90	Papatowai	-46.563	169.47
4157	G12091	01-Oct-1947	31-Aug-1998	90	Riwaka Valley	-41.053	172.918
4224	G13154	01-May-1961	31-Aug-1998	80	Whangamoa 2	-41.176	173.509
1945	C64971	01-Feb-1959	31-Jul-1998	100	Auckland, Mangere	-36.97	174.776
5093	H41422	01-Nov-1942	31-Jul-1998	100	Timaru Harbour	-44.39596	171.2565
3422	E14294	01-May-1889	31-Jul-1998	100	Wainuiomata Reservoir	-41.272	174.989
3031	D96695	01-Nov-1982	31-Jul-1998	100	Whakatu	-39.611	176.914
5999	J64100	01-Aug-1954	31-Jul-1998	80	Tuvalu,Nukufetau	-8.033	178.3
6082	J81100	01-Jul-1929	30-Jun-1998	100	Ci Pukapuka	-10.883	-165.817
16212	E04996	01-Apr-1998	30-Jun-1998	100	Paraparaumu Aero Hydra	-40.907	174.984
6104	J84000	01-May-1929	31-May-1998	100	Ci Mauke	-20.133	-157.35
5085	H41324	01-Feb-1979	31-May-1998	100	Seadown No2	-44.303	171.274
3217	E05261	01-Sep-1947	31-May-1998	90	Bunnythorpe	-40.284	175.626
4827	H32352	01-Jan-1965	30-Apr-1998	100	Rangiora Nzfs	-43.311	172.571
1049	A53151	01-Apr-1962	30-Apr-1998	70	Honeymoon Valley	-35.128	173.495
4195	G12561	01-Sep-1947	31-Mar-1998	100	Kaka	-41.574	172.687
2820	D87733	01-May-1947	31-Mar-1998	70	Mangatawhiti	-38.792	177.331
3469	E15021	01-Apr-1951	28-Feb-1998	90	Kaitoke Headworks	-41.067	175.188
16318	E96704	01-Sep-1973	31-Dec-1997	90	Upper Kawhatau Valley	-39.779	176.03
1544	B75281	01-Dec-1970	31-Dec-1997	90	Whangamata	-37.221	175.87
4839	H32415	01-Apr-1989	31-Dec-1997	70	Darfield Forest Plns	-43.499	172.148
16018	J61200	01-Jul-1997	31-Oct-1997	100	Kiribati, Bonriki Intl Airport	1.383	173.15
11815	B76703	01-Sep-1995	31-Oct-1997	100	Ruahihi Power Station	-37.779	177.055
1797	B86341	01-Jan-1901	31-Oct-1997	90	Waiotapu Forest	-38.314	176.422
6137	J93000	01-Jan-1951	31-Oct-1997	20	Bora Bora Airport	-16.433	-151.75
2260	C85872	01-Jan-1963	30-Sep-1997	100	Kuratau	-38.882	175.731
3879	F12837	01-Feb-1989	30-Sep-1997	100	Murchison Area School	-41.802	172.327
5402	I50951	01-Jan-1918	31-Aug-1997	100	Dunedin,Musselburgh	-45.904	170.513
12193	E9452C	01-Mar-1996	31-Aug-1997	90	Ohawe 2	-39.577	174.207
6086	J82200	01-Sep-1905	31-Jul-1997	90	Niue, Alofi	-19.033	-169.917
3070	D96861	01-Oct-1892	31-Jul-1997	90	Pukehou,Te Aute Stn	-39.825	176.638
2187	C85033	01-Jun-1977	31-Jul-1997	90	Te Awamutu, Warburton Cres	-38.005	175.336
3796	F02981	01-Apr-1948	31-Jul-1997	90	Uruwhenua	-40.984	172.817
5332	I50571	01-Jan-1912	31-Jul-1997	80	Centrewood	-45.519	170.762
6164	J95200	01-Jan-1971	31-Jul-1997	20	Tuamotu, Mururoa	-21.8	-138.783
12035	E0562A	01-Jan-1996	30-Jun-1997	100	Levin Treatment Plant	-40.62	175.257
5099	H41602	01-Apr-1953	30-Jun-1997	90	Waimate, Lansdown	-44.661	171.02
4780	H31973	01-Jul-1990	30-Jun-1997	10	Ashburton	-43.90928	171.74409
5113	I40511	01-Oct-1973	31-May-1997	100	Benmore Power Stn	-44.569	170.19
5003	H40331	01-Oct-1976	31-May-1997	90	Grays Hills Stn	-44.328	170.381
3086	D96894	01-Oct-1989	31-Mar-1997	100	Waimarama, Pouhokio	-39.828	176.978
6102	J83703	01-May-1986	28-Feb-1997	100	Ci Atiu Areora	-20	-158.1
3384	E14271	01-Jan-1879	28-Feb-1997	100	Karori Reservoir	-41.293	174.752
1330	A64132	01-Oct-1952	28-Feb-1997	100	Maungaturoto,Melford	-36.163	174.374
4846	H32463	01-Mar-1978	28-Feb-1997	90	Windsor	-43.491	172.682
1036	A53111	01-Feb-1959	31-Jan-1997	100	Ahipara	-35.165	173.158
2165	C84761	01-Jan-1931	31-Jan-1997	90	Mokau,Mohakatino Stn	-38.722	174.615
5982	J61501	01-Oct-1985	31-Jan-1997	70	Kiribati,Abemama No 2	.383	173.917
3659	E95614	01-Apr-1981	31-Dec-1996	100	Ahu Ahu Valley	-39.69	175.103
11516	F02731	01-Feb-1996	31-Dec-1996	100	Anatori	-40.707	172.362
2725	D78931	01-Jul-1960	31-Dec-1996	100	Ruatoria 2	-37.898	178.316
2347	C95085	01-Jan-1968	31-Dec-1996	100	Turangi	-38.995	175.812
4295	G13407	01-May-1986	31-Dec-1996	70	Nelson,Wakefield	-41.414	173.054
4239	G13211	01-Jan-1932	30-Nov-1996	100	Appleby	-41.293	173.099
6073	J78807	01-Jan-1990	30-Nov-1996	100	Tonga, Mataki'Eua	-21.15	-175.25
4674	H31391	01-Jan-1909	30-Nov-1996	90	Mt Torlesse	-43.318	171.926
4579	H30581	01-Oct-1947	30-Nov-1996	80	Erewhon	-43.508	170.855
4392	G14102	01-Sep-1963	30-Nov-1996	80	Waitaria Bay	-41.164	174.035
3854	F12462	01-Jan-1963	31-Oct-1996	100	Wangapeka 2	-41.419	172.653
1425	A6487A	01-Nov-1990	31-Oct-1996	90	Auckland City Edr	-36.861	174.751
6096	J83000	01-Sep-1946	31-Aug-1996	100	Ci Aitutaki Aero	-18.817	-159.767
6078	J80000	01-Apr-1937	31-Aug-1996	100	Ci Penrhyn	-9	-158.05
5221	I49651	01-Apr-1952	31-Aug-1996	90	Morven Hills	-44.645	169.504
5426	I57522	01-Apr-1971	31-Jul-1996	100	Manapouri,West Arm 2	-45.525	167.276
2837	D87841	01-Jul-1955	31-Jul-1996	100	Pihanga	-38.795	177.434
3470	E1510A	01-Jul-1977	31-Jul-1996	90	Pinehaven	-41.167	175.019
1646	B76836	01-Mar-1986	31-Jul-1996	90	Te Puke Edr	-37.82	176.322
4844	H32461	01-May-1938	31-Jul-1996	90	Waimakariri Bridge	-43.418	172.653
3141	D97191	01-Mar-1953	31-Jul-1996	40	Pongaroa Stn	-39.119	177.94
1753	B86071	01-Mar-1954	30-Jun-1996	100	Kawerau	-38.079	176.718
1202	A54303	01-Aug-1995	30-Jun-1996	90	Kawakawa	-35.384	174.068
5990	J62500	01-Jan-1953	30-Jun-1996	60	Kiribati,Onotoa	-1.817	175.55
4310	G13494	01-Aug-1985	31-May-1996	100	Blenheim Research	-41.498	173.963
6125	J84701	01-Aug-1983	31-May-1996	100	Ci Mangaia Agmet	-21.917	-157.967
6106	J84002	01-Aug-1983	31-May-1996	100	Ci Mauke Agmet	-20.15	-157.333
6095	J82600	01-Jul-1940	31-May-1996	100	Ci Palmerston	-18.067	-163.167
6080	J80400	01-Oct-1941	31-May-1996	100	Ci Rakahanga	-10.05	-161.1
5577	I59235	01-Mar-1983	31-May-1996	100	Clyde, Earnscleugh	-45.207	169.313
1742	B86025	01-Jan-1995	31-May-1996	100	Kaharoa	-38.014	176.268
2544	D06263	01-Jun-1980	31-May-1996	100	Porangahau 2	-40.283	176.656
6027	J72700	01-May-1977	31-May-1996	80	Tokelau,Fenuafala	-9.367	-171.267
5991	J62600	01-May-1950	31-May-1996	60	Kiribati,Tamana	-2.5	175.967
6024	J72000	01-Jan-1949	30-Apr-1996	90	Tokelau,Atafu	-8.533	-172.517
4825	H32332	01-Jul-1991	30-Apr-1996	90	West Eyreton	-43.355	172.381
3541	E94423	01-Jan-1986	30-Apr-1996	80	Eltham Bridge Street	-39.431	174.292
11631	C85214	01-Sep-1995	31-Mar-1996	100	Hangatiki, Circle K Arabians	-38.283	175.174
1022	A43951	01-Jan-1901	31-Mar-1996	100	Mangonui	-34.997	173.532
6026	J72400	01-Jan-1948	31-Mar-1996	100	Tokelau,Nukunonu	-9.2	-171.917
1011	A43701	01-Aug-1967	31-Mar-1996	80	Cape View	-34.704	173.029
1971	C74182	01-Jun-1959	29-Feb-1996	70	Kingseat	-37.133	174.792
3184	E05134	01-May-1959	31-Jan-1996	100	Lake Alice	-40.13	175.329
1612	B76621	01-Jan-1898	31-Jan-1996	100	Tauranga Aero	-37.67242	176.19635
7517	D87753	01-Jun-1992	31-Jan-1996	60	Ruakaka	-38.733	177.524
16005	C95032	01-Jul-1978	31-Dec-1995	100	Raurimu 2	-39.083	175.377
2011	C74371	01-Dec-1939	31-Dec-1995	90	Waiuku Forest	-37.346	174.719
4418	G14613	01-Jan-1909	31-Dec-1995	50	Ugbrooke	-41.615	174.104
5974	J60400	01-Jan-1954	30-Nov-1995	70	Kiribati,Marakei	2.05	173.25
1536	B75184	01-Nov-1989	30-Nov-1995	60	Onemana	-37.154	175.88
4566	H23822	01-Nov-1982	31-Oct-1995	100	Cheviot	-42.812	173.277
1269	A54701	01-Jan-1916	31-Oct-1995	100	Wairua Falls	-35.759	174.067
1633	B76802	01-Oct-1967	31-Oct-1995	80	Mclaren Falls	-37.803	176.039
1356	A6437B	01-Aug-1989	30-Sep-1995	90	Buckletons Bay 2	-36.386	174.752
1029	A53031	01-Jan-1962	30-Sep-1995	80	Kaingaroa North	-35.045	173.338
6172	K94400	01-Jul-1941	31-Aug-1995	100	Campbell Is	-52.55	169.15
3962	F21541	01-Oct-1936	31-Jul-1995	100	Arnold Power Station	-42.525	171.408
1933	B87434	01-Feb-1990	31-Jul-1995	100	Koranga, Env Bop	-38.4	177.336
2486	D06012	01-Jul-1945	31-Jul-1995	100	Ngamoko	-40.055	176.159
3399	E14285	01-Feb-1975	31-Jul-1995	100	Somes Is	-41.26	174.864
3134	D97081	01-May-1966	31-Jul-1995	90	Mahia Beach	-39.09	177.872
1888	B87132	01-Jan-1990	31-Jul-1995	90	Tutaetoko, Env Bop	-38.169	177.366
5984	J61700	01-Jan-1955	31-Jul-1995	60	Kiribati,Aranuka	.167	173.6
1942	B87602	01-Mar-1975	31-Jul-1995	40	Huiarau, Env Bop	-38.626	177.055
3015	D9668B	01-Dec-1985	30-Jun-1995	80	Havelock Nth Edr	-39.666	176.881
2450	D05881	01-Mar-1962	30-Jun-1995	80	Willowlea	-40.873	175.85
5083	H41322	01-Aug-1916	30-Jun-1995	60	Smithfield	-44.375	171.248
1909	B87302	01-Apr-1977	30-Jun-1995	40	Huitieke, Env Bop	-38.367	177.013
4031	F30061	01-Dec-1982	31-May-1995	100	Pukekura	-43.012	170.671
5034	H40772	01-Jul-1976	31-May-1995	90	Ardlogie Pentland Hls	-44.696	170.776
3127	D97051	01-Jan-1955	31-May-1995	90	Tuhara Valley	-39.028	177.508
4419	G14702	01-Jun-1934	30-Apr-1995	100	Wai Iti	-41.74	174.083
2173	C84923	01-Feb-1991	30-Apr-1995	100	Waitara, Hutchins St	-38.997	174.241
2990	D96561	01-Jan-1913	30-Apr-1995	90	Sherenden	-39.508	176.603
4256	G13282	01-Jan-1987	30-Apr-1995	80	Belvue Bay	-41.289	173.805
1665	B76981	01-Jan-1923	30-Apr-1995	80	Thornton	-37.919	176.874
4458	G22581	01-Jan-1905	31-Mar-1995	100	Hanmer Forest	-42.522	172.854
4949	H32891	01-Feb-1894	31-Mar-1995	90	Akaroa,Armstrong Cres	-43.811	172.967
3040	D96751	01-Jan-1988	31-Mar-1995	90	Te Onepu Hawkes Bay	-39.786	176.583
4162	G12191	01-Jan-1943	28-Feb-1995	100	Motueka, Riwaka	-41.098	172.972
1752	B86061	01-Sep-1965	31-Dec-1994	90	Mahoetahi Manawahe	-38.019	176.679
2071	C75240	01-Jan-1977	31-Dec-1994	90	Pouarua Rd  Laings	-37.231	175.418
1541	B75254	01-Jul-1968	31-Dec-1994	80	Pipiroa	-37.204	175.497
1537	B75241	01-Jan-1984	31-Dec-1994	60	Ngatea 3	-37.281	175.498
6094	J82300	01-Apr-1975	31-Dec-1994	60	Niue, Hanan Airport	-19.067	-169.933
5765	I68111	01-Jun-1960	30-Nov-1994	90	Drummond,Heddon Bush	-46.102	168.13
4262	G13303	01-Sep-1991	30-Nov-1994	80	Brightwater, Teapot V	-41.375	173.086
2302	C94103	01-Jan-1976	31-Oct-1994	90	New Plym,Manu Crescent	-39.118	174.086
1630	B76733	01-Jun-1990	31-Oct-1994	90	Te Puke Randell Place	-37.796	176.324
2371	C95272	01-Jun-1986	31-Oct-1994	80	Rangipo Dam	-39.213	175.777
2214	C85331	01-Jun-1928	31-Oct-1994	80	Rangitoto	-38.34	175.397
12680	E05153	01-Mar-1966	31-Oct-1994	30	Feilding, Te Totara Iti	-40.195	175.572
8910	E94692	01-May-1994	30-Sep-1994	100	Te Tuhi Junction	-39.638	174.973
2215	C85361	01-May-1966	30-Sep-1994	100	Waipapa Power Stn	-38.293	175.683
5365	I50836	01-May-1985	30-Sep-1994	90	Invermay Edr	-45.862	170.385
6111	J84304	01-Oct-1969	30-Sep-1994	60	Ci Aroa	-21.233	-159.8
2308	C94123	01-May-1985	30-Sep-1994	40	Lepperton Mill 2	-39.108	174.213
6117	J84310	01-Apr-1982	30-Sep-1994	30	Ci Raro Ngatangiia	-21.233	-159.733
6109	J84302	01-Jan-1974	30-Sep-1994	30	Ci Raro Takuvaine	-21.217	-159.767
2190	C85061	01-Mar-1923	31-Aug-1994	100	Arapuni Power Stn	-38.073	175.642
2217	C85372	01-May-1953	31-Aug-1994	100	Maraetai	-38.353	175.743
4306	G13484	01-Dec-1981	31-Aug-1994	50	Blenheim,Rapaura	-41.48	173.841
7427	G23022	01-May-1992	31-Jul-1994	100	Molesworth Aws	-42.087	173.26
2495	D06051	01-Jan-1945	31-Jul-1994	100	Waipukurau Aero	-39.996	176.533
5983	J61600	01-Jan-1955	31-Jul-1994	70	Kiribati,Kuria	.2	173.383
2489	D06023	01-Jan-1988	30-Jun-1994	90	Parkhill	-40.008	176.23
4021	F22311	01-Jan-1948	30-Jun-1994	70	Springs Junction	-42.336	172.181
1328	A64123	01-Jan-1971	30-Jun-1994	10	Paparoa 2	-36.103	174.233
6176	K98600	01-Jan-1951	31-May-1994	100	Chatham I Waitangi	-43.95	-176.567
1805	B86402	01-Apr-1966	31-May-1994	100	Ohakuri Power Stn	-38.412	176.088
1504	B65431	01-Jan-1991	31-May-1994	90	Cape Colville Aws	-36.49	175.341
4149	G03882	01-Jun-1956	31-May-1994	90	Greville Harbour	-40.809	173.818
1686	B77691	01-Dec-1990	31-May-1994	90	Orete Point Aws	-37.608	177.903
2079	C75334	01-Jul-1973	31-May-1994	80	Clarks South Road	-37.31	175.38
1957	C65911	01-Apr-1991	31-May-1994	70	Clevedon, Pakihi	-36.949	175.108
2740	D8729A	01-Jul-1993	31-May-1994	70	Moonlight	-38.291	177.912
7364	A54331	01-Mar-1992	31-May-1994	70	Whangaruru	-35.349	174.326
5101	H41612	01-Sep-1980	30-Apr-1994	100	Hook	-44.67	171.134
2075	C75321	01-Oct-1947	30-Apr-1994	100	Maramarua Forest	-37.306	175.253
5806	I68371	01-Jan-1937	30-Apr-1994	40	Edendale	-46.31	168.782
2282	C94011	01-Jan-1944	31-Mar-1994	100	New Plymouth Aero	-39.012	174.181
2623	D15134	01-Mar-1963	31-Mar-1994	100	Tauherenikau	-41.122	175.381
1575	B75661	01-Jan-1959	31-Mar-1994	90	Kereone	-37.672	175.647
5419	I57473	01-Jun-1961	31-Mar-1994	80	Te Anau, Doc	-45.426	167.718
1427	A64871	01-Jan-1853	28-Feb-1994	100	Auckland, Albert Park	-36.853	174.767
1486	A65201	01-Jan-1933	28-Feb-1994	100	Little Barrier Is	-36.221	175.056
4541	H22951	01-Mar-1960	28-Feb-1994	100	Masons Flat	-42.911	172.543
2497	D06053	01-Jan-1906	28-Feb-1994	100	Waipukurau,Wgtn Rd	-40	176.557
4069	F30402	01-Nov-1966	28-Feb-1994	90	Fox Glacier,Main Rd	-43.466	170.017
1389	A64632	01-Jun-1970	28-Feb-1994	90	Wai Puia	-36.595	174.339
5789	I68251	01-Nov-1949	28-Feb-1994	70	Hedgehope	-46.216	168.535
5315	I50412	01-Jun-1972	28-Feb-1994	70	Kilmory Lug Creek	-45.436	170.138
5580	I59238	01-Nov-1983	31-Jan-1994	100	Alexandra, Theyers St	-45.254	169.381
4871	H32574	01-Jun-1964	31-Jan-1994	100	Christchurch, Mt Pleasant	-43.569	172.721
5491	I58711	01-May-1949	31-Jan-1994	100	Dunrobin	-45.743	168.116
5041	H40892	01-May-1969	31-Jan-1994	100	Ikawai	-44.873	170.939
1546	B75361	01-Jan-1914	31-Jan-1994	100	Paeroa	-37.378	175.664
2234	C85551	01-Oct-1947	31-Jan-1994	100	Pureora Forest	-38.517	175.553
1841	B86602	01-Dec-1949	31-Jan-1994	100	Taupo N.Z.E.D.	-38.681	176.072
1611	B76611	01-Jan-1970	31-Jan-1994	100	Tauranga 4	-37.677	176.165
1757	B86083	01-Jan-1963	31-Jan-1994	100	Te Teko	-38.039	176.812
5075	H41224	01-Sep-1960	31-Jan-1994	100	Temuka	-44.25	171.285
3424	E14296	01-Feb-1970	31-Jan-1994	100	Wainuiomata Coast Rd	-41.291	174.95
5217	I49613	01-Sep-1990	31-Jan-1994	100	Wanaka, Park Hq	-44.696	169.142
4325	G13584	01-Jan-1982	31-Jan-1994	90	Brancott Valley	-41.545	173.845
5122	I40742	01-Jan-1980	31-Jan-1994	90	Kurow Area School	-44.733	170.467
2491	D06041	01-Jan-1954	31-Jan-1994	90	Maharakeke	-40.035	176.437
5275	I50093	01-Apr-1982	31-Jan-1994	90	Oamaru,Spey St	-45.089	170.98
5279	I50112	01-Aug-1915	31-Jan-1994	90	Waipiata	-45.174	170.151
5861	I69234	01-Nov-1983	31-Jan-1994	80	Clinton School	-46.2	169.381
3974	F21631	01-Apr-1987	31-Jan-1994	70	Mitchells	-42.64	171.396
5443	I57991	01-May-1949	31-Jan-1994	60	Wether Hill	-45.894	167.957
4138	F57412	01-Jan-1985	31-Jan-1994	20	Deep Cove 2	-45.467	167.152
1534	B75182	01-Jan-1953	31-Dec-1993	100	Tairua Forest	-37.172	175.853
2639	D15211	01-Nov-1928	31-Dec-1993	100	Waiorongomai	-41.261	175.148
1402	A64741	01-Sep-1947	31-Dec-1993	90	Woodhill Forest	-36.749	174.431
2591	D06921	01-Jan-1902	31-Dec-1993	80	Castlepoint Light	-40.903	176.225
1495	A65811	01-May-1983	31-Dec-1993	80	Rotoroa Is	-36.815	175.197
2706	D78733	01-Aug-1930	31-Dec-1993	50	Katoa, Whakaangiangi	-37.717	178.301
1285	A54735	01-Jul-1970	30-Nov-1993	100	Whangarei,Whau Vly	-35.706	174.294
3862	F12752	01-Jan-1979	30-Nov-1993	60	Lake Rotoroa	-41.797	172.59
1896	B87212	01-Aug-1952	30-Nov-1993	50	Matahi	-38.262	177.109
1577	B75663	01-Nov-1986	31-Oct-1993	70	Waitoa 2	-37.595	175.63
2266	C85961	01-May-1993	30-Sep-1993	100	Rotoaira Forest	-38.949	175.653
1732	B86001	01-Mar-1939	30-Sep-1993	80	Mamaku School	-38.102	176.079
1440	A64893	01-Aug-1989	30-Sep-1993	40	Musick Point	-36.85	174.901
3074	D96871	01-Jan-1961	31-Aug-1993	100	Patangata	-39.876	176.697
1560	B75493	01-Apr-1982	31-Aug-1993	90	Pios Beach Bowentown	-37.459	175.972
5648	I59642	01-Dec-1970	31-Jul-1993	70	Tima, Derry Downs	-45.636	169.427
2117	C75845	01-Aug-1982	31-Jul-1993	40	Hautapu	-37.863	175.457
1410	A64761	01-Nov-1943	30-Jun-1993	100	Auckland, Whenuapai Aero	-36.793	174.624
2278	C94003	01-Jan-1974	30-Jun-1993	100	New Plymouth, Brooklands Park	-39.071	174.082
3206	E05231	01-Oct-1940	30-Jun-1993	100	Ohakea Aero	-40.201	175.373
1703	B77911	01-Jun-1977	30-Jun-1993	100	Port Ohope	-37.986	177.112
4996	H40212	01-Apr-1985	30-Jun-1993	100	Twizel Substation	-44.277	170.098
3506	E93492	01-Jul-1970	31-May-1993	100	Punehu Stn	-39.466	173.936
3132	D97076	01-Jan-1988	31-May-1993	50	Clonkeen	-39.003	177.733
